Local Date of Joining,Designation,Status,Market Unit,SkillList,Location
12/04/2012,CONSULTANT,Billable,BANK,MS VSTS Coded UI,Bangalore
11/08/2014,ASSOCIATE CONSULTANT,Billable,INS,OBIEE,Noida
12/01/2015,CONSULTANT,Billable,INS,OBIEE,Noida
19/03/2015,ASSOCIATE CONSULTANT,Billable,INS,"Tableau,OBIEE",Bhubaneswar
11/11/2013,CONSULTANT,Billable,INS,"Tableau,OBIEE",Hartford
31/01/2011,MANAGER,Billable,INS,Informatica BI,Pune
05/09/2013,SENIOR CONSULTANT,Billable,INS,Informatica BI,Gurgaon
30/04/2015,ASSOCIATE CONSULTANT,Billable,INS,OBIEE,Gurgaon
24/10/2016,CONSULTANT,Billable,INS,Informatica PowerCenter,Bangalore
21/03/2013,CONSULTANT,Billable,INS,Informatica PowerCenter,Bangalore
24/08/2015,SENIOR CONSULTANT,Billable,APAC,Temenos,Gurgaon
17/03/2014,ASSOCIATE CONSULTANT,Billable,APAC,Temenos,Gurgaon
06/09/2011,MANAGER,Billable,APAC,Temenos,Pune
10/07/2017,SENIOR CONSULTANT,Billable,APAC,Temenos,Noida
03/11/2014,ASSOCIATE CONSULTANT,Billable,BANK,V+,Pune
23/04/2013,SENIOR CONSULTANT,Billable,INS,"Unix,Informatica BI,Oracle Analytics,Pivotal Greenplum",Pune
26/03/2015,ASSOCIATE CONSULTANT,Billable,INS,"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics",Noida
15/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Banking - Payments,C,C#",Noida
21/02/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Web Development,C#,jQuery,C,HTML,JavaScript,SQL,.Net with MVC",Hyderabad
12/06/2014,SENIOR CONSULTANT,Billable,BANK,"Web Development,C#,jQuery,C,HTML,JavaScript,SQL,.Net with MVC",Gurgaon
25/05/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Spring Framework 2.x, 3.x",Bhubaneswar
09/01/2018,MANAGER,Billable,BANK,"Java,Spring",Bhubaneswar
28/01/2013,SENIOR CONSULTANT,Billable,BANK,"Java,Spring",Bhubaneswar
09/01/2017,SENIOR CONSULTANT,Billable,BANK,Selenium,Hyderabad
10/03/2011,CONSULTANT,Billable,BANK,Selenium,Pune
01/01/2011,SENIOR CONSULTANT,Billable,BANK,Selenium,Bhubaneswar
22/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,"SQL,ETL",Pune
19/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Angular.js,JavaScript",Bhubaneswar
08/10/2012,SENIOR CONSULTANT,Billable,BANK,"SQL,Core Java",Pune
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"SQL,Core Java",Bhubaneswar
20/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"SQL,Core Java",Pune
29/09/2014,MANAGER,Billable,BANK,"SQL,Core Java",Pune
26/05/2014,CONSULTANT,Billable,INS,"Spring Framework 2.x, 3.x",Bhubaneswar
23/05/2016,CONSULTANT,Billable,INS,.Net with MVC,Pune
10/03/2014,ASSOCIATE CONSULTANT,Billable,INS,Java-Production Support,Gurgaon
12/03/2015,ASSOCIATE CONSULTANT,Billable,INS,"Java,JavaScript",Hartford
01/01/2011,SENIOR CONSULTANT,Billable,INS,Drupal,Bhubaneswar
18/07/2016,CONSULTANT,Billable,INS,Drupal,Bhubaneswar
21/02/2013,MANAGER,Billable,INS,Drupal,Gurgaon
03/02/2014,MANAGER,Billable,INS,Drupal,Gurgaon
09/02/2015,CONSULTANT,Billable,INS,J2EE,Pune
25/04/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Spring,Drools",Gurgaon
20/02/2017,CONSULTANT,Billable,BANK,"Spring Batch,Drools",Noida
23/12/2009,SENIOR DIRECTOR,Billable,GP,Project Management Framework,Bangalore
01/09/2015,SENIOR CONSULTANT,Billable,GP,"HP Exstream,Mainframe applications",Hartford
22/06/2015,MANAGER,Billable,GP,"Mainframe applications,DB2,COBOL 74",Hyderabad
24/11/2014,ASSOCIATE CONSULTANT,Billable,GP,"Mainframe applications,COBOL 74,DB2",Hyderabad
16/11/2017,MANAGER,Billable,GP,"Mainframe applications,COBOL 74,DB2",Gurgaon
06/06/2013,CONSULTANT,Billable,GP,"Mainframe applications,COBOL 74,DB2",Gurgaon
01/11/2008,MANAGER,Billable,GP,"Mainframe applications,COBOL 74,DB2",Bhubaneswar
26/09/2013,ASSOCIATE CONSULTANT,Billable,GP,"Mainframe applications,DB2,COBOL 74",Hyderabad
07/10/2013,CONSULTANT,Billable,GP,"Mainframe applications,DB2,COBOL 74",Noida
22/12/2014,CONSULTANT,Billable,GP,"Mainframe applications,DB2,COBOL 74",Hartford
01/10/2010,SENIOR CONSULTANT,Billable,GP,"Mainframe applications,COBOL 74,DB2",Noida
17/08/2015,ASSOCIATE CONSULTANT,Billable,GP,"Mainframe applications,COBOL 74,DB2",Hartford
18/05/2015,SENIOR CONSULTANT,Billable,GP,"Spring,Core Java",Chennai
25/08/2014,ASSOCIATE CONSULTANT,Billable,GP,"Spring,Core Java",Bhubaneswar
01/02/2011,SENIOR CONSULTANT,Billable,BANK,Unix,Bhubaneswar
02/09/2013,CONSULTANT,Billable,BANK,"Microsoft,Microsoft.Net,Angular.js",Bhubaneswar
30/08/2010,SENIOR CONSULTANT,Billable,BANK,"Microsoft,Microsoft.Net,Angular.js",Noida
15/06/2017,MANAGER,Billable,BANK,Testing Manual,Bhubaneswar
12/05/2011,SENIOR CONSULTANT,Billable,BANK,Testing Manual,Gurgaon
01/03/2016,DIRECTOR,Billable,BANK,Testing Manual,Noida
02/07/2013,SENIOR MANAGER,Billable,BANK,Testing Manual,Pune
23/05/2016,MANAGER,Billable,BANK,Testing Manual,Bhubaneswar
27/10/2014,SENIOR CONSULTANT,Billable,BANK,Testing Manual,Bhubaneswar
18/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Testing Manual,Bhubaneswar
01/09/2010,CONSULTANT,Billable,BANK,Testing Manual,Chennai
29/06/2015,MANAGER,Billable,BANK,Testing Manual,Hartford
29/08/2013,CONSULTANT,Billable,BANK,"JavaScript,HTML",Bangalore
16/06/2014,MANAGER,Billable,BANK,QlikView,Bhubaneswar
24/09/2015,ASSOCIATE CONSULTANT,Billable,BANK,ETL,Pune
11/03/2013,ASSOCIATE CONSULTANT,Billable,BANK,Core Java,Gurgaon
27/03/2014,SENIOR CONSULTANT,Billable,BANK,Core Java,Noida
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Business Case Preparation,Banking",Hartford
29/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,QlikView,Gurgaon
03/11/2016,CONSULTANT,Billable,BANK,Cognos,Pune
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
27/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Gurgaon
01/10/2012,SENIOR CONSULTANT,Billable,BANK,Scrum,Bhubaneswar
01/03/2014,MANAGER,Billable,BANK,Jenkins,Pune
11/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,Jenkins,Noida
12/03/2015,CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
13/01/2014,SENIOR CONSULTANT,Billable,BANK,Angular.js,Chennai
22/06/2015,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
18/02/2010,VICE PRESIDENT,Billable,BANK,Angular.js,Pune
03/08/2015,SENIOR CONSULTANT,Billable,BANK,Angular.js,Noida
14/07/2011,SENIOR CONSULTANT,Billable,BANK,MF,Gurgaon
18/11/2013,CONSULTANT,Billable,BANK,"J2EE,Java (Multi Skilled),Java",Hartford
08/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Scrum,Pune
31/01/2011,MANAGER,Billable,BANK,Scrum,Bhubaneswar
20/07/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,Scrum,Noida
10/07/2010,SENIOR MANAGER,Bench,BANK,Web Applications,Chennai
23/06/2006,DIRECTOR,Bench,BANK,Backbase,Pune
29/06/2015,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Noida
22/08/2017,MANAGER,Billable,BANK,"(T) Project Tools, Methodologies and Frameworks",Gurgaon
08/11/2010,MANAGER,Billable,BANK,Backbase,Chennai
09/12/2013,SENIOR CONSULTANT,Billable,BANK,Backbase,Hartford
01/07/2016,MANAGER,Billable,BANK,Mulesoft ESB,Noida
27/05/2017,CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
04/07/2013,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Bangalore
07/06/2010,SENIOR MANAGER,Billable,BANK,PL SQL,Noida
18/03/2013,CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
09/08/2014,CONSULTANT,Billable,BANK,Mulesoft ESB,Hartford
13/07/2015,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
11/07/2016,MANAGER,Billable,BANK,Mulesoft ESB,Bhubaneswar
27/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,Mulesoft ESB,Hyderabad
26/08/2013,SENIOR MANAGER,Billable,BANK,Mulesoft ESB,Gurgaon
24/08/2017,CONSULTANT,Billable,BANK,Mulesoft ESB,Hyderabad
27/04/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,Mulesoft ESB,Gurgaon
22/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
02/01/2013,MANAGER,Billable,BANK,Mulesoft ESB,Bhubaneswar
10/08/2015,CONSULTANT,Billable,BANK,Mulesoft ESB,Hartford
30/12/2009,CONSULTANT,Billable,BANK,Mulesoft ESB,Hartford
25/02/2010,CONSULTANT,Billable,BANK,Mulesoft ESB,Hartford
07/04/2011,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Gurgaon
06/04/2015,CONSULTANT,Billable,BANK,Mulesoft ESB,Chennai
20/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Gurgaon
10/07/2017,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
21/12/2009,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Noida
24/09/2015,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Hyderabad
16/10/2014,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Hyderabad
09/05/2005,SENIOR DIRECTOR,Billable,BANK,"Java (Multi Skilled),Java",Gurgaon
07/01/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Hartford
17/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Hartford
28/08/2015,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Gurgaon
09/02/2015,MANAGER,Billable,BANK,"Java (Multi Skilled),Java",Bangalore
28/04/2014,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Noida
07/06/2016,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
01/01/2011,MANAGER,Billable,BANK,"Java (Multi Skilled),Java",Pune
06/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Unix,Oracle RDBMS",Hartford
29/07/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
25/05/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
19/09/2011,MANAGER,Billable,BANK,Testing Manual,Pune
04/05/2015,CONSULTANT,Billable,BANK,Testing Manual,Bhubaneswar
07/11/2016,MANAGER,Bench,BANK,Testing Manual,Noida
29/01/2015,MANAGER,Billable,BANK,Testing Manual,Gurgaon
07/11/2016,MANAGER,Billable,BANK,Testing Manual,Gurgaon
25/11/2013,SENIOR CONSULTANT,Billable,BANK,Testing Manual,Gurgaon
08/03/2012,SENIOR CONSULTANT,Billable,BANK,Testing Manual,Chennai
28/05/2015,SENIOR MANAGER,Billable,BANK,Testing Manual,Chennai
02/04/2018,SENIOR MANAGER,Billable,BANK,Mulesoft ESB,Gurgaon
19/05/2014,MANAGER,Billable,BANK,Mulesoft ESB,Gurgaon
13/04/2015,ASSOCIATE CONSULTANT,Billable,BANK,Mulesoft ESB,Bhubaneswar
05/05/2015,ASSOCIATE CONSULTANT,Billable,BANK,Mulesoft ESB,Bangalore
13/04/2010,CONSULTANT,Billable,BANK,Mulesoft ESB,Noida
08/07/2010,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Bhubaneswar
25/07/2011,CONSULTANT,Billable,BANK,Mulesoft ESB,Bhubaneswar
22/09/2014,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Bhubaneswar
03/09/2012,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Gurgaon
05/01/2015,CONSULTANT,Billable,BANK,Mulesoft ESB,Hyderabad
06/04/2015,MANAGER,Billable,BANK,Mulesoft ESB,Bhubaneswar
01/08/2011,MANAGER,Billable,BANK,Mulesoft ESB,Noida
20/05/2013,CONSULTANT,Billable,BANK,Mulesoft ESB,Gurgaon
16/12/2013,CONSULTANT,Billable,BANK,"Spring,Java (Multi Skilled),Java",Bhubaneswar
11/10/2014,MANAGER,Billable,BANK,"Spring,Java (Multi Skilled),Java",Gurgaon
31/10/2016,MANAGER,Billable,BANK,"Spring,Java (Multi Skilled),Java",Pune
17/07/2016,MANAGER,Billable,BANK,"Spring,Java (Multi Skilled),Java",Bhubaneswar
07/04/2015,CONSULTANT,Billable,BANK,"Spring,Java (Multi Skilled),Java",Gurgaon
12/01/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,"Spring,Java (Multi Skilled),Java",Chennai
01/01/2013,ASSOCIATE CONSULTANT,Billable,BANK,Mulesoft ESB,Bhubaneswar
04/07/2013,CONSULTANT,Billable,BANK,J2EE,Bhubaneswar
08/06/2015,CONSULTANT,Billable,BANK,J2EE,Chennai
17/05/2012,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Bhubaneswar
30/09/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Noida
30/12/2016,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Gurgaon
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"J2EE,Java (Multi Skilled),Java",Bhubaneswar
02/02/2015,MANAGER,Billable,BANK,Unix,Noida
11/08/2014,MANAGER,Billable,BANK,"(T) Project Tools, Methodologies and Frameworks",Gurgaon
28/10/2013,ASSOCIATE CONSULTANT,Billable,BANK,"(T) Project Tools, Methodologies and Frameworks",Gurgaon
04/04/2013,ASSOCIATE CONSULTANT,Billable,BANK,"(T) Project Tools, Methodologies and Frameworks",Hyderabad
02/05/2013,MANAGER,Billable,BANK,"(T) Project Tools, Methodologies and Frameworks",Gurgaon
07/09/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java-Production Support,Bhubaneswar
17/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Bhubaneswar
19/05/2010,SENIOR CONSULTANT,Billable,BANK,"Servlet,Webservices,Core Java",Gurgaon
28/03/2011,CONSULTANT,Billable,BANK,TOSCA,Hyderabad
19/01/2012,CONSULTANT,Billable,BANK,TOSCA,Chennai
07/12/2015,CONSULTANT,Billable,BANK,Angular.js,Hyderabad
30/07/2016,MANAGER,Billable,BANK,Angular.js,Gurgaon
28/09/2015,CONSULTANT,Billable,BANK,Angular.js,Gurgaon
27/10/2014,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Gurgaon
04/08/2014,MANAGER,Billable,BANK,Angular.js,Noida
04/04/2011,SENIOR CONSULTANT,Billable,BANK,Angular.js,Noida
19/04/2012,CONSULTANT,Billable,BANK,Angular.js,Hyderabad
26/07/2012,MANAGER,Billable,BANK,Angular.js,Chennai
14/07/2014,MANAGER,Billable,BANK,Vision Plus,Bhubaneswar
02/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,Vision Plus,Chennai
24/08/2015,CONSULTANT,Billable,BANK,Vision Plus,Bhubaneswar
27/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Vision Plus,Gurgaon
27/04/2015,ASSOCIATE CONSULTANT,Billable,BANK,Vision Plus,Noida
26/08/2013,ASSOCIATE CONSULTANT,Billable,BANK,Vision Plus,Bangalore
04/04/2016,SENIOR CONSULTANT,Billable,BANK,Vision Plus,Bangalore
03/07/2001,MANAGER,Bench,BANK,Vision Plus,Bhubaneswar
09/06/2015,SENIOR CONSULTANT,Billable,BANK,SAS,Bhubaneswar
15/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,SAS,Pune
27/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,SAS,Noida
23/08/2012,PORTFOLIO MANAGER,Billable,BANK,SAS,Bangalore
26/04/2012,MANAGER,Billable,BANK,Hadoop,Hyderabad
20/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Hadoop,Bhubaneswar
26/03/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,Hadoop,Gurgaon
09/04/2015,ASSOCIATE CONSULTANT,Billable,BANK,SAS,Bhubaneswar
16/03/2015,CONSULTANT,Billable,BANK,PMO (Project),Noida
12/11/2012,MANAGER,Billable,BANK,PMO (Project),Bangalore
26/12/2013,CONSULTANT,Billable,BANK,Java,Hartford
17/03/2014,CONSULTANT,Billable,BANK,Java,Noida
24/07/2017,CONSULTANT,Billable,BANK,Project Management Framework,Chennai
28/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Project Management Framework,Gurgaon
18/04/2011,CONSULTANT,Billable,BANK,Project Management Framework,Bangalore
31/07/2014,ASSOCIATE CONSULTANT,Billable,BANK,Project Management Framework,Hartford
30/08/2010,SENIOR CONSULTANT,Billable,BANK,Project Management Framework,Hartford
26/10/2015,SENIOR CONSULTANT,Billable,BANK,"Java,J2EE",Hartford
21/11/2013,MANAGER,Billable,BANK,"Java,J2EE",Hyderabad
29/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,J2EE",Chennai
17/10/2011,SENIOR CONSULTANT,Billable,BANK,"Java,J2EE",Pune
16/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java,J2EE",Bhubaneswar
14/07/2014,SENIOR DIRECTOR,Billable,BANK,"Java,J2EE",Gurgaon
09/06/2014,CONSULTANT,Billable,BANK,"Java,J2EE",Gurgaon
08/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,"(Consulting) - Business Analysis, Requirements",Bhubaneswar
02/04/2008,EXECUTIVE VICE PRESIDENT,Billable,BANK,"(Consulting) - Business Analysis, Requirements",Pune
29/10/2012,SENIOR MANAGER,Bench,BANK,(T) Data Science and Analytics,Noida
03/09/2015,CONSULTANT,Billable,BANK,"(T) Data and Semantic Modelling,Data Intepretation",Bhubaneswar
27/07/2010,MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Noida
19/10/2015,MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Pune
15/09/2015,DIRECTOR,Billable,BANK,"Java,J2EE",Pune
26/08/2013,ASSOCIATE CONSULTANT,Billable,BANK,"COBOL LE/370,DB2,(T) Mainframe Development Technologies,COBOL/CICS,JCL",Noida
13/01/2014,SENIOR CONSULTANT,Billable,BANK,"(T) Mainframe Development Technologies,JCL,COBOL/CICS,COBOL LE/370,DB2",Noida
24/07/2010,PORTFOLIO MANAGER,Bench,BANK,"Linux,LAMP Dev OPS",Hartford
18/07/2016,CONSULTANT,Billable,BANK,"Linux,LAMP Dev OPS",Gurgaon
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"LAMP Dev OPS,Linux",Hyderabad
12/10/2015,CONSULTANT,Billable,BANK,"Linux,LAMP Dev OPS",Chennai
30/06/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java-Production Support,Hartford
09/12/2013,SENIOR CONSULTANT,Billable,BANK,Java,Bangalore
23/07/2015,CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Gurgaon
18/06/2012,CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Noida
18/12/2014,CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Hyderabad
19/05/2011,CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Gurgaon
10/11/2014,MANAGER,Billable,GP,"Java,Spring,Mulesoft API",Hyderabad
20/06/2013,SENIOR CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Noida
02/02/2015,SENIOR CONSULTANT,Billable,GP,"Java,Spring,Mulesoft API",Hyderabad
01/10/2009,SENIOR DIRECTOR,Billable,GP,LAMP Dev OPS,Bhubaneswar
17/09/2012,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Java (Multi Skilled),Spring",Gurgaon
27/05/2014,PORTFOLIO MANAGER,Billable,GP,"Spring Web Services,Core Java(Threading,Java Collection,Exception,OOPS),REST,Jenkins,Spring Integration",Gurgaon
01/01/2011,SENIOR CONSULTANT,Billable,BANK,"Webservices,JavaScript",Bhubaneswar
23/11/2017,SENIOR CONSULTANT,Billable,BANK,"Webservices,JavaScript",Noida
02/03/2015,CONSULTANT,Billable,BANK,"Webservices,JavaScript",Noida
12/01/2017,SENIOR CONSULTANT,Billable,BANK,"Webservices,JavaScript",Bhubaneswar
05/11/2012,MANAGER,Billable,BANK,"Webservices,JavaScript",Bhubaneswar
28/03/2015,SENIOR CONSULTANT,Billable,BANK,iOS,Chennai
01/07/2017,SENIOR CONSULTANT,Billable,BANK,iOS,Chennai
20/02/2006,MANAGER,Billable,BANK,"Java,J2EE,REST",Hartford
04/08/2014,SENIOR CONSULTANT,Billable,BANK,"Java,J2EE,REST",Gurgaon
22/04/2013,CONSULTANT,Billable,BANK,Angular.js,Pune
28/09/2015,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
21/09/2017,MANAGER,Billable,BANK,Mulesoft ESB,Noida
08/12/2014,CONSULTANT,Billable,BANK,Mulesoft ESB,Pune
04/07/2007,SENIOR CONSULTANT,Billable,BANK,Mulesoft ESB,Gurgaon
28/04/2014,SENIOR MANAGER,Bench,BANK,Mulesoft ESB,Noida
01/05/2011,CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java",Pune
07/10/2004,MANAGER,Bench,BANK,"REST,J2EE,Java",Pune
15/04/2013,ASSOCIATE CONSULTANT,Billable,BANK,"REST,J2EE,Java",Chennai
02/06/2014,SENIOR DIRECTOR,Billable,BANK,Android,Bangalore
26/04/2010,MANAGER,Billable,BANK,Android,Hartford
02/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,Android,Gurgaon
20/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Business Analytics,Pune
01/11/2010,SENIOR MANAGER,Billable,BANK,Business Analytics,Bhubaneswar
01/01/2011,SENIOR MANAGER,Billable,BANK,UX,Noida
01/04/2013,CONSULTANT,Billable,BANK,UX,Gurgaon
06/05/2013,CONSULTANT,Billable,BANK,"Java,Agile,Scrum",Noida
04/06/2013,SENIOR DIRECTOR,Billable,BANK,"Java,Agile,Scrum",Gurgaon
28/10/2017,MANAGER,Billable,BANK,"Java,Agile,Scrum",Pune
30/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Agile,Scrum",Pune
06/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Agile,Scrum",Noida
26/07/2012,SENIOR CONSULTANT,Billable,BANK,"Java,Agile,Scrum",Hyderabad
31/03/2014,MANAGER,Billable,BANK,iOS Development,Bhubaneswar
29/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,iOS Development,Noida
07/03/2011,CONSULTANT,Billable,BANK,iOS Development,Chennai
31/05/2010,DIRECTOR,Bench,BANK,iOS Development,Gurgaon
17/03/2014,CONSULTANT,Billable,BANK,iOS Development,Pune
19/01/2015,CONSULTANT,Billable,BANK,iOS Development,Gurgaon
26/11/2012,ASSOCIATE CONSULTANT,Billable,BANK,iOS Development,Chennai
12/02/2015,CONSULTANT,Billable,BANK,Android,Pune
07/07/2014,SENIOR CONSULTANT,Billable,BANK,Android,Noida
06/04/2015,ASSOCIATE CONSULTANT,Billable,BANK,Android,Hartford
06/05/2003,SENIOR MANAGER,Bench,BANK,Android,Noida
02/08/2010,MANAGER,Billable,BANK,Android,Bangalore
10/09/2012,CONSULTANT,Billable,BANK,"Webservices,Angular.js",Hartford
05/07/2014,SENIOR CONSULTANT,Billable,BANK,"Webservices,Angular.js",Hyderabad
11/10/2010,CONSULTANT,Billable,BANK,"Webservices,Angular.js",Hyderabad
06/05/2003,MANAGER,Bench,BANK,Java,Gurgaon
30/09/2013,CONSULTANT,Billable,BANK,Java,Pune
13/09/2010,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Pune
23/09/2013,ASSOCIATE CONSULTANT,Billable,BANK,IBM Datastage,Chennai
11/01/2010,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Pune
28/04/2010,CONSULTANT,Billable,BANK,IBM Datastage,Hartford
03/05/2012,ASSOCIATE CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
03/11/2014,MANAGER,Billable,BANK,"VB.NET,Captive Input Accel/elnput/Formware/Reveille",Bhubaneswar
13/11/2017,CONSULTANT,Billable,BANK,"VB.NET,Captive Input Accel/elnput/Formware/Reveille",Hyderabad
08/12/2014,SENIOR DIRECTOR,Billable,BANK,Java (Multi Skilled),Pune
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Bangalore
02/09/2017,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Hartford
29/03/2010,CONSULTANT,Billable,BANK,Java (Multi Skilled),Hartford
30/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
01/12/2014,MANAGER,Bench,BANK,Java (Multi Skilled),Bhubaneswar
20/01/2004,PORTFOLIO MANAGER,Bench,BANK,"Webservices,Selenium,Java",Hyderabad
17/06/2009,SENIOR DIRECTOR,Billable,BANK,"Selenium,Webservices,Java",Hartford
03/03/2014,CONSULTANT,Billable,BANK,"Java,Selenium,Webservices",Gurgaon
24/08/2015,CONSULTANT,Billable,BANK,"REST API,Webservices",Noida
03/04/2017,SENIOR CONSULTANT,Billable,BANK,Performance Testing,Pune
27/10/2015,CONSULTANT,Billable,BANK,Performance Testing,Gurgaon
08/10/2012,MANAGER,Billable,BANK,"Selenium,(T) Testing Tools / Testing Automation / Performance Testing Tools,Java",Bangalore
11/10/2012,CONSULTANT,Billable,BANK,"Selenium,Testing Manual",Pune
26/11/2012,SENIOR CONSULTANT,Billable,BANK,Java (Multi Skilled),Hyderabad
31/12/2016,CONSULTANT,Billable,BANK,Client Management,Bhubaneswar
09/10/2014,MANAGER,Billable,BANK,Java (Multi Skilled),Pune
26/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
26/06/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Bangalore
28/03/2012,SENIOR CONSULTANT,Billable,BANK,Java (Multi Skilled),Bhubaneswar
08/04/2011,DIRECTOR,Billable,BANK,Financial Reporting (F&A),Noida
22/05/2014,MANAGER,Billable,BANK,Testing Manual,Pune
30/04/2015,MANAGER,Billable,BANK,"(T) Testing Tools / Testing Automation / Performance Testing Tools,Webservices,IBM Message Queue (MQ),LISA",Gurgaon
19/01/2015,DIRECTOR,Billable,BANK,"Webservices,Selenium,Java",Gurgaon
27/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Webservices,Selenium,Java",Bhubaneswar
